,datetime,season,weather,temp,humidity,windspeed,casual,registered,rented_bikes_count,Profit,year,month,day,hour,day_period,month_year,month_numb
3056,2011-07-16 06:00:00,Fall,Clear,25.0,78.0,11.0,16,21,37,365.3287671,2011,July,Saturday,6,monring,2011-07,07
3057,2011-07-16 07:00:00,Fall,Clear,25.0,73.0,9.0,14,38,52,404.0287671,2011,July,Saturday,7,monring,2011-07,07
3058,2011-07-16 08:00:00,Fall,Clear,27.0,65.0,11.0,37,90,127,1023.228767,2011,July,Saturday,8,monring,2011-07,07
3059,2011-07-16 09:00:00,Fall,Clear,20.0,62.0,13.0,72,150,222,1883.228767,2011,July,Saturday,9,monring,2011-07,07
3060,2011-07-16 10:00:00,Winter,Clear,30.0,54.0,13.0,114,208,322,2855.028767,2011,July,Saturday,10,monring,2011-07,07
3061,2011-07-16 11:00:00,Fall,Clear,30.0,48.0,15.0,171,225,396,3908.528767,2011,July,Saturday,11,night,2011-07,07
3062,2011-07-16 12:00:00,Fall,Clear,31.0,43.0,19.0,187,276,463,4403.028767,2011,July,Saturday,12,evening,2011-07,07
3063,2011-07-16 13:00:00,Fall,Clear,31.0,45.0,13.0,221,276,497,4987.828767,2011,July,Saturday,13,evening,2011-07,07
3064,2011-07-16 14:00:00,Fall,Clear,30.0,45.0,20.0,201,232,433,4454.628767,2011,July,Saturday,14,evening,2011-07,07
3065,2011-07-16 15:00:00,Fall,Clear,20.0,45.0,22.0,205,223,428,4484.728767,2011,July,Saturday,15,evening,2011-07,07
3066,2011-07-16 16:00:00,Fall,Clear,31.0,45.0,13.0,183,242,425,4188.028767,2011,July,Saturday,16,evening,2011-07,07
3067,2011-07-16 17:00:00,Fall,Clear,20.0,45.0,13.0,234,241,475,5060.928767,2011,July,Saturday,17,night,2011-07,07
3068,2011-07-16 18:00:00,Fall,Clear,31.0,45.0,13.0,185,243,428,4226.728767,2011,July,Saturday,18,night,2011-07,07
3069,2011-07-16 19:00:00,Fall,Clear,30.0,62.0,13.0,164,242,406,3861.228767,2011,July,Saturday,19,night,2011-07,07
3070,2011-07-16 20:00:00,Fall,Clear,30.0,51.0,15.0,108,188,296,2665.828767,2011,July,Saturday,20,night,2011-07,07
3071,2011-07-16 21:00:00,Fall,Clear,29.0,58.0,13.0,85,167,252,2179.928767,2011,July,Saturday,21,night,2011-07,07
3072,2011-07-16 22:00:00,Fall,Clear,29.0,65.0,13.0,65,136,201,1702.628767,2011,July,Saturday,22,night,2011-07,07
3073,2011-07-16 23:00:00,Fall,Clear,28.0,61.0,15.0,61,107,168,1509.128767,2011,July,Saturday,23,night,2011-07,07
3074,2011-07-17 00:00:00,Fall,Clear,20.0,65.0,13.0,34,91,125,975.9287671,2011,July,Sunday,0,monring,2011-07,07
3075,2011-07-17 01:00:00,Fall,Clear,26.0,69.0,13.0,16,86,102,644.8287671,2011,July,Sunday,1,monring,2011-07,07
3076,2011-07-17 02:00:00,Fall,Clear,26.0,69.0,13.0,28,66,94,765.2287671,2011,July,Sunday,2,monring,2011-07,07
3077,2011-07-17 03:00:00,Fall,Clear,26.0,69.0,13.0,21,26,47,472.8287671,2011,July,Sunday,3,monring,2011-07,07
3078,2011-07-17 04:00:00,Fall,Clear,25.0,73.0,13.0,4,6,10,94.42876712,2011,July,Sunday,4,monring,2011-07,07
3079,2011-07-17 05:00:00,Fall,Clear,26.0,62.0,15.0,4,8,12,103.0287671,2011,July,Sunday,5,monring,2011-07,07
3080,2011-07-17 06:00:00,Fall,Clear,20.0,73.0,13.0,10,11,21,219.1287671,2011,July,Sunday,6,monring,2011-07,07
3081,2011-07-17 07:00:00,Fall,Clear,26.0,73.0,11.0,20,30,50,472.8287671,2011,July,Sunday,7,monring,2011-07,07
3082,2011-07-17 08:00:00,Fall,Clear,28.0,62.0,15.0,45,73,118,1087.728767,2011,July,Sunday,8,monring,2011-07,07
3083,2011-07-17 09:00:00,Fall,Clear,30.0,62.0,13.0,74,110,184,1745.628767,2011,July,Sunday,9,monring,2011-07,07
3084,2011-07-17 10:00:00,Fall,Clear,20.0,60.0,13.0,127,177,304,2945.328767,2011,July,Sunday,10,monring,2011-07,07
3085,2011-07-17 11:00:00,Fall,Clear,31.0,55.0,19.0,147,244,391,3577.428767,2011,July,Sunday,11,night,2011-07,07
3086,2011-07-17 12:00:00,Fall,Clear,31.0,62.0,19.0,177,243,420,4089.128767,2011,July,Sunday,12,evening,2011-07,07
3087,2011-07-17 13:00:00,Fall,Clear,33.0,49.0,20.0,200,272,472,4609.428767,2011,July,Sunday,13,evening,2011-07,07
3088,2011-07-17 14:00:00,Fall,Clear,33.0,49.0,24.0,168,262,430,4016.028767,2011,July,Sunday,14,evening,2011-07,07
3089,2011-07-17 15:00:00,Fall,Clear,34.0,62.0,13.0,129,195,324,3057.128767,2011,July,Sunday,15,evening,2011-07,07
3090,2011-07-17 16:00:00,Fall,Clear,33.0,46.0,13.0,129,188,317,3027.028767,2011,July,Sunday,16,evening,2011-07,07
3091,2011-07-17 17:00:00,Fall,Clear,33.0,49.0,26.0,133,236,369,3302.228767,2011,July,Sunday,17,night,2011-07,07
3092,2011-07-17 18:00:00,Fall,Clear,33.0,46.0,20.0,147,243,390,3573.128767,2011,July,Sunday,18,night,2011-07,07
3093,2011-07-17 19:00:00,Fall,Clear,31.0,55.0,19.0,145,234,379,3500.028767,2011,July,Sunday,19,night,2011-07,07
3094,2011-07-17 20:00:00,Fall,Clear,31.0,58.0,13.0,85,177,262,2222.928767,2011,July,Sunday,20,night,2011-07,07
3095,2011-07-17 21:00:00,Fall,Clear,20.0,62.0,15.0,59,148,207,1651.028767,2011,July,Sunday,21,night,2011-07,07
3096,2011-07-17 22:00:00,Fall,Clear,30.0,62.0,15.0,65,116,181,1616.628767,2011,July,Sunday,22,night,2011-07,07
3097,2011-07-17 23:00:00,Winter,Clear,29.0,74.0,9.0,39,54,93,902.8287671,2011,July,Sunday,23,night,2011-07,07
3098,2011-07-18 00:00:00,Fall,Clear,29.0,62.0,9.0,21,30,51,490.0287671,2011,July,Monday,0,monring,2011-07,07
3099,2011-07-18 01:00:00,Fall,Clear,29.0,74.0,15.0,17,8,25,326.6287671,2011,July,Monday,1,monring,2011-07,07
3100,2011-07-18 02:00:00,Fall,Clear,27.0,62.0,13.0,2,8,10,68.62876712,2011,July,Monday,2,monring,2011-07,07
3101,2011-07-18 03:00:00,Fall,Clear,27.0,78.0,13.0,3,4,7,68.62876712,2011,July,Monday,3,monring,2011-07,07
3102,2011-07-18 04:00:00,Fall,Clear,26.0,78.0,11.0,1,3,4,29.92876712,2011,July,Monday,4,monring,2011-07,07
3103,2011-07-18 05:00:00,Fall,Clear,20.0,78.0,7.0,2,15,17,98.72876712,2011,July,Monday,5,monring,2011-07,07
3104,2011-07-18 06:00:00,Fall,Clear,26.0,83.0,13.0,10,95,105,580.3287671,2011,July,Monday,6,monring,2011-07,07
3105,2011-07-18 07:00:00,Fall,Clear,28.0,74.0,15.0,22,255,277,1474.728767,2011,July,Monday,7,monring,2011-07,07
3106,2011-07-18 08:00:00,Fall,Clear,20.0,70.0,13.0,18,329,347,1724.128767,2011,July,Monday,8,monring,2011-07,07
3107,2011-07-18 09:00:00,Fall,Clear,30.0,67.0,15.0,33,170,203,1298.428767,2011,July,Monday,9,monring,2011-07,07
3108,2011-07-18 10:00:00,Fall,Clear,31.0,62.0,13.0,52,78,130,1229.628767,2011,July,Monday,10,monring,2011-07,07
3109,2011-07-18 11:00:00,Fall,Clear,33.0,55.0,13.0,42,99,141,1147.928767,2011,July,Monday,11,night,2011-07,07
3110,2011-07-18 12:00:00,Fall,Clear,33.0,59.0,13.0,39,126,165,1212.428767,2011,July,Monday,12,evening,2011-07,07
3111,2011-07-18 13:00:00,Fall,Clear,20.0,56.0,17.0,27,125,152,1001.728767,2011,July,Monday,13,evening,2011-07,07
3112,2011-07-18 14:00:00,Fall,Clear,20.0,56.0,22.0,32,106,138,1006.028767,2011,July,Monday,14,evening,2011-07,07
3113,2011-07-18 15:00:00,Fall,Clear,34.0,53.0,22.0,53,111,164,1388.728767,2011,July,Monday,15,evening,2011-07,07
3114,2011-07-18 16:00:00,Fall,Clear,34.0,62.0,19.0,45,220,265,1719.828767,2011,July,Monday,16,evening,2011-07,07
3115,2011-07-18 17:00:00,Fall,Clear,34.0,62.0,22.0,72,473,545,3272.128767,2011,July,Monday,17,night,2011-07,07
3116,2011-07-18 18:00:00,Fall,Clear,34.0,49.0,24.0,80,478,558,3431.228767,2011,July,Monday,18,night,2011-07,07
3117,2011-07-18 19:00:00,Fall,Clear,33.0,55.0,15.0,63,335,398,2523.928767,2011,July,Monday,19,night,2011-07,07
3118,2011-07-18 20:00:00,Fall,Clear,32.0,59.0,13.0,91,232,323,2562.628767,2011,July,Monday,20,night,2011-07,07
3119,2011-07-18 21:00:00,Fall,Clear,30.0,66.0,13.0,48,154,202,1487.628767,2011,July,Monday,21,night,2011-07,07
3120,2011-07-18 22:00:00,Fall,Clear,31.0,62.0,15.0,36,104,140,1066.228767,2011,July,Monday,22,night,2011-07,07
3121,2011-07-18 23:00:00,Fall,Clear,20.0,66.0,13.0,32,59,91,803.9287671,2011,July,Monday,23,night,2011-07,07
3122,2011-07-19 00:00:00,Fall,Clear,30.0,62.0,13.0,25,26,51,541.6287671,2011,July,Tuesday,0,monring,2011-07,07
3123,2011-07-19 01:00:00,Fall,Mist,20.0,66.0,13.0,7,6,13,146.0287671,2011,July,Tuesday,1,monring,2011-07,07
3124,2011-07-19 02:00:00,Fall,Clear,30.0,62.0,11.0,9,4,13,171.8287671,2011,July,Tuesday,2,monring,2011-07,07
3125,2011-07-19 03:00:00,Fall,Clear,20.0,62.0,11.0,2,1,3,38.52876712,2011,July,Tuesday,3,monring,2011-07,07
3126,2011-07-19 04:00:00,Fall,Clear,30.0,70.0,13.0,1,4,5,34.22876712,2011,July,Tuesday,4,monring,2011-07,07
3127,2011-07-19 05:00:00,Fall,Clear,29.0,62.0,7.0,0,19,19,81.52876712,2011,July,Tuesday,5,monring,2011-07,07
3128,2011-07-19 06:00:00,Fall,Clear,20.0,74.0,7.0,8,126,134,679.2287671,2011,July,Tuesday,6,monring,2011-07,07
3129,2011-07-19 07:00:00,Fall,Mist,30.0,70.0,11.0,28,287,315,1715.528767,2011,July,Tuesday,7,monring,2011-07,07
3130,2011-07-19 08:00:00,Fall,Mist,20.0,70.0,13.0,31,381,412,2171.328767,2011,July,Tuesday,8,monring,2011-07,07
3131,2011-07-19 09:00:00,Fall,Mist,33.0,63.0,9.0,22,177,199,1139.328767,2011,July,Tuesday,9,monring,2011-07,07
3132,2011-07-19 10:00:00,Fall,Mist,34.0,62.0,13.0,29,112,141,980.2287671,2011,July,Tuesday,10,monring,2011-07,07
3133,2011-07-19 11:00:00,Fall,Clear,34.0,59.0,13.0,29,98,127,920.0287671,2011,July,Tuesday,11,night,2011-07,07
3134,2011-07-19 12:00:00,Winter,Clear,34.0,56.0,13.0,26,127,153,993.1287671,2011,July,Tuesday,12,evening,2011-07,07
3135,2011-07-19 13:00:00,Fall,Clear,20.0,53.0,13.0,33,139,172,1165.128767,2011,July,Tuesday,13,evening,2011-07,07
3136,2011-07-19 14:00:00,Fall,Clear,35.0,50.0,13.0,41,111,152,1182.328767,2011,July,Tuesday,14,evening,2011-07,07
3137,2011-07-19 15:00:00,Fall,Clear,20.0,44.0,13.0,48,110,158,1298.428767,2011,July,Tuesday,15,evening,2011-07,07
3138,2011-07-19 16:00:00,Fall,Clear,20.0,42.0,20.0,61,216,277,1977.828767,2011,July,Tuesday,16,evening,2011-07,07
3139,2011-07-19 17:00:00,Fall,Clear,20.0,66.0,13.0,68,445,513,3082.928767,2011,July,Tuesday,17,night,2011-07,07
3140,2011-07-19 18:00:00,Fall,Clear,20.0,62.0,9.0,80,450,530,3310.828767,2011,July,Tuesday,18,night,2011-07,07
3141,2011-07-19 19:00:00,Fall,Clear,31.0,75.0,13.0,54,334,388,2364.828767,2011,July,Tuesday,19,night,2011-07,07
3142,2011-07-19 20:00:00,Fall,Clear,20.0,74.0,13.0,48,229,277,1810.128767,2011,July,Tuesday,20,night,2011-07,07
3143,2011-07-19 21:00:00,Fall,Clear,20.0,62.0,13.0,47,194,241,1642.428767,2011,July,Tuesday,21,night,2011-07,07
3144,2011-07-19 22:00:00,Fall,Clear,30.0,74.0,0.0,36,120,156,1135.028767,2011,July,Tuesday,22,night,2011-07,07
3145,2011-07-19 23:00:00,Fall,Rainy,30.0,79.0,11.0,19,73,92,640.5287671,2011,July,Tuesday,23,night,2011-07,07
3146,2011-08-01 00:00:00,Fall,Clear,30.0,70.0,13.0,7,22,29,214.8287671,2011,August,Monday,0,monring,2011-08,08
3147,2011-08-01 01:00:00,Fall,Clear,30.0,74.0,13.0,5,12,17,137.4287671,2011,August,Monday,1,monring,2011-08,08
3148,2011-08-01 02:00:00,Fall,Clear,29.0,74.0,7.0,4,7,11,98.72876712,2011,August,Monday,2,monring,2011-08,08
3149,2011-08-01 03:00:00,Fall,Clear,20.0,62.0,11.0,0,4,4,17.02876712,2011,August,Monday,3,monring,2011-08,08
3150,2011-08-01 04:00:00,Fall,Clear,27.0,62.0,9.0,2,2,4,42.82876712,2011,August,Monday,4,monring,2011-08,08
3151,2011-08-01 05:00:00,Fall,Clear,27.0,83.0,13.0,2,24,26,137.4287671,2011,August,Monday,5,monring,2011-08,08
3152,2011-08-01 06:00:00,Fall,Clear,27.0,83.0,6.0,3,97,100,468.5287671,2011,August,Monday,6,monring,2011-08,08
3153,2011-08-01 07:00:00,Fall,Clear,30.0,62.0,0.0,24,258,282,1522.028767,2011,August,Monday,7,monring,2011-08,08
3154,2011-08-01 08:00:00,Fall,Clear,33.0,62.0,13.0,35,347,382,2093.928767,2011,August,Monday,8,monring,2011-08,08
3155,2011-08-01 09:00:00,Fall,Clear,34.0,41.0,0.0,27,139,166,1061.928767,2011,August,Monday,9,monring,2011-08,08
3156,2011-08-01 10:00:00,Fall,Clear,35.0,36.0,13.0,27,70,97,765.2287671,2011,August,Monday,10,monring,2011-08,08
3157,2011-08-01 11:00:00,Fall,Clear,36.0,32.0,11.0,53,66,119,1195.228767,2011,August,Monday,11,night,2011-08,08
3158,2011-08-01 12:00:00,Fall,Clear,37.0,33.0,17.0,53,115,168,1405.928767,2011,August,Monday,12,evening,2011-08,08
3159,2011-08-01 13:00:00,Fall,Clear,20.0,31.0,20.0,38,112,150,1135.028767,2011,August,Monday,13,evening,2011-08,08
3160,2011-08-01 14:00:00,Fall,Clear,20.0,62.0,13.0,37,86,123,1006.028767,2011,August,Monday,14,evening,2011-08,08
3161,2011-08-01 15:00:00,Fall,Clear,37.0,27.0,0.0,52,77,129,1225.328767,2011,August,Monday,15,evening,2011-08,08
3162,2011-08-01 16:00:00,Fall,Clear,37.0,27.0,0.0,34,197,231,1431.728767,2011,August,Monday,16,evening,2011-08,08
3163,2011-08-01 17:00:00,Fall,Clear,31.0,45.0,13.0,69,445,514,3100.128767,2011,August,Monday,17,night,2011-08,08
3164,2011-08-01 18:00:00,Fall,Clear,20.0,62.0,13.0,68,475,543,3211.928767,2011,August,Monday,18,night,2011-08,08
3165,2011-08-01 19:00:00,Fall,Clear,30.0,62.0,15.0,63,350,413,2588.428767,2011,August,Monday,19,night,2011-08,08
3166,2011-08-01 20:00:00,Fall,Clear,20.0,62.0,15.0,49,256,305,1943.428767,2011,August,Monday,20,night,2011-08,08
3167,2011-08-01 21:00:00,Fall,Clear,29.0,70.0,17.0,42,178,220,1487.628767,2011,August,Monday,21,night,2011-08,08
3168,2011-08-01 22:00:00,Fall,Clear,29.0,62.0,13.0,21,116,137,859.8287671,2011,August,Monday,22,night,2011-08,08
3169,2011-08-01 23:00:00,Fall,Clear,28.0,74.0,13.0,14,82,96,593.2287671,2011,August,Monday,23,night,2011-08,08
3170,2011-08-02 00:00:00,Winter,Clear,27.0,62.0,13.0,11,18,29,266.4287671,2011,August,Tuesday,0,monring,2011-08,08
3171,2011-08-02 01:00:00,Fall,Clear,27.0,74.0,13.0,4,8,12,103.0287671,2011,August,Tuesday,1,monring,2011-08,08
3172,2011-08-02 02:00:00,Fall,Clear,28.0,69.0,0.0,2,6,8,60.02876712,2011,August,Tuesday,2,monring,2011-08,08
3173,2011-08-02 03:00:00,Fall,Clear,27.0,74.0,13.0,0,5,5,21.32876712,2011,August,Tuesday,3,monring,2011-08,08
3174,2011-08-02 04:00:00,Fall,Clear,27.0,74.0,13.0,0,10,10,42.82876712,2011,August,Tuesday,4,monring,2011-08,08
3175,2011-08-02 05:00:00,Fall,Clear,27.0,74.0,13.0,4,17,21,141.7287671,2011,August,Tuesday,5,monring,2011-08,08
3176,2011-08-02 06:00:00,Fall,Clear,28.0,69.0,13.0,12,105,117,657.7287671,2011,August,Tuesday,6,monring,2011-08,08
3177,2011-08-02 07:00:00,Fall,Clear,30.0,61.0,19.0,15,320,335,1633.828767,2011,August,Tuesday,7,monring,2011-08,08
3178,2011-08-02 08:00:00,Fall,Clear,30.0,62.0,19.0,37,398,435,2347.628767,2011,August,Tuesday,8,monring,2011-08,08
3179,2011-08-02 09:00:00,Fall,Clear,32.0,62.0,20.0,31,182,213,1315.628767,2011,August,Tuesday,9,monring,2011-08,08
3180,2011-08-02 10:00:00,Fall,Clear,20.0,36.0,20.0,50,90,140,1246.828767,2011,August,Tuesday,10,monring,2011-08,08
3181,2011-08-02 11:00:00,Fall,Clear,34.0,62.0,13.0,32,96,128,963.0287671,2011,August,Tuesday,11,night,2011-08,08
3182,2011-08-02 12:00:00,Fall,Clear,35.0,30.0,19.0,45,112,157,1255.428767,2011,August,Tuesday,12,evening,2011-08,08
3183,2011-08-02 13:00:00,Fall,Clear,35.0,62.0,13.0,50,153,203,1517.728767,2011,August,Tuesday,13,evening,2011-08,08
3184,2011-08-02 14:00:00,Fall,Clear,37.0,25.0,19.0,45,114,159,1264.028767,2011,August,Tuesday,14,evening,2011-08,08
3185,2011-08-02 15:00:00,Fall,Clear,37.0,62.0,19.0,48,120,168,1341.428767,2011,August,Tuesday,15,evening,2011-08,08
3186,2011-08-02 16:00:00,Fall,Clear,37.0,25.0,19.0,58,216,274,1926.228767,2011,August,Tuesday,16,evening,2011-08,08
3187,2011-08-02 17:00:00,Fall,Mist,37.0,27.0,13.0,63,493,556,3203.328767,2011,August,Tuesday,17,night,2011-08,08
3188,2011-08-02 18:00:00,Fall,Clear,35.0,34.0,13.0,65,491,556,3229.128767,2011,August,Tuesday,18,night,2011-08,08
3189,2011-08-02 19:00:00,Fall,Mist,35.0,62.0,15.0,85,369,454,3048.528767,2011,August,Tuesday,19,night,2011-08,08
3190,2011-08-02 20:00:00,Fall,Mist,34.0,46.0,17.0,40,248,288,1754.228767,2011,August,Tuesday,20,night,2011-08,08
3191,2011-08-02 21:00:00,Fall,Clear,33.0,52.0,15.0,53,201,254,1775.728767,2011,August,Tuesday,21,night,2011-08,08
3192,2011-08-02 22:00:00,Fall,Mist,32.0,59.0,11.0,22,169,191,1104.928767,2011,August,Tuesday,22,night,2011-08,08
3193,2011-08-02 23:00:00,Fall,Mist,33.0,49.0,11.0,29,103,132,941.5287671,2011,August,Tuesday,23,night,2011-08,08
3194,2011-08-03 00:00:00,Fall,Mist,33.0,49.0,11.0,11,32,43,326.6287671,2011,August,Wednesday,0,monring,2011-08,08
3195,2011-08-03 01:00:00,Fall,Clear,32.0,52.0,13.0,7,9,16,158.9287671,2011,August,Wednesday,1,monring,2011-08,08
3196,2011-08-03 02:00:00,Fall,Mist,32.0,49.0,11.0,2,9,11,72.92876712,2011,August,Wednesday,2,monring,2011-08,08
3197,2011-08-03 03:00:00,Fall,Mist,31.0,55.0,6.0,0,4,4,17.02876712,2011,August,Wednesday,3,monring,2011-08,08
3198,2011-08-03 04:00:00,Fall,Mist,31.0,52.0,11.0,0,7,7,29.92876712,2011,August,Wednesday,4,monring,2011-08,08
3199,2011-08-03 05:00:00,Fall,Clear,31.0,55.0,6.0,2,22,24,128.8287671,2011,August,Wednesday,5,monring,2011-08,08
3200,2011-08-03 06:00:00,Fall,Rainy,20.0,62.0,33.0,9,101,110,588.9287671,2011,August,Wednesday,6,monring,2011-08,08
3201,2011-08-03 07:00:00,Fall,Mist,20.0,62.0,13.0,19,252,271,1410.228767,2011,August,Wednesday,7,monring,2011-08,08
3202,2011-08-03 08:00:00,Fall,Clear,20.0,62.0,11.0,29,408,437,2253.028767,2011,August,Wednesday,8,monring,2011-08,08
3203,2011-08-03 09:00:00,Fall,Mist,30.0,62.0,13.0,23,172,195,1135.028767,2011,August,Wednesday,9,monring,2011-08,08
3204,2011-08-03 10:00:00,Winter,Rainy,30.0,58.0,13.0,9,59,68,408.3287671,2011,August,Wednesday,10,monring,2011-08,08
3205,2011-08-03 11:00:00,Fall,Mist,30.0,58.0,13.0,29,93,122,898.5287671,2011,August,Wednesday,11,night,2011-08,08
3206,2011-08-03 12:00:00,Fall,Clear,31.0,62.0,9.0,19,142,161,937.2287671,2011,August,Wednesday,12,evening,2011-08,08
3207,2011-08-03 13:00:00,Fall,Mist,31.0,58.0,15.0,37,107,144,1096.328767,2011,August,Wednesday,13,evening,2011-08,08
3208,2011-08-03 14:00:00,Fall,Mist,20.0,62.0,15.0,43,104,147,1186.628767,2011,August,Wednesday,14,evening,2011-08,08
3209,2011-08-03 15:00:00,Fall,Mist,29.0,79.0,9.0,31,87,118,907.1287671,2011,August,Wednesday,15,evening,2011-08,08
3210,2011-08-03 16:00:00,Fall,Clear,28.0,79.0,0.0,21,129,150,915.7287671,2011,August,Wednesday,16,evening,2011-08,08
3211,2011-08-03 17:00:00,Fall,Mist,20.0,62.0,13.0,47,378,425,2433.628767,2011,August,Wednesday,17,night,2011-08,08
3212,2011-08-03 18:00:00,Fall,Rainy,20.0,84.0,13.0,49,443,492,2747.528767,2011,August,Wednesday,18,night,2011-08,08
3213,2011-08-03 19:00:00,Fall,Rainy,20.0,62.0,0.0,51,270,321,2038.028767,2011,August,Wednesday,19,night,2011-08,08
3214,2011-08-03 20:00:00,Fall,Clear,29.0,62.0,7.0,7,80,87,464.2287671,2011,August,Wednesday,20,night,2011-08,08
3215,2011-08-03 21:00:00,Fall,Mist,28.0,89.0,9.0,7,81,88,468.5287671,2011,August,Wednesday,21,night,2011-08,08
3216,2011-08-03 22:00:00,Fall,Rainy,28.0,62.0,13.0,11,66,77,472.8287671,2011,August,Wednesday,22,night,2011-08,08
3217,2011-08-03 23:00:00,Fall,Mist,28.0,89.0,13.0,4,52,56,292.2287671,2011,August,Wednesday,23,night,2011-08,08
3218,2011-08-04 00:00:00,Fall,Clear,28.0,89.0,6.0,2,15,17,98.72876712,2011,August,Thursday,0,monring,2011-08,08
3219,2011-08-04 01:00:00,Fall,Mist,27.0,94.0,13.0,3,14,17,111.6287671,2011,August,Thursday,1,monring,2011-08,08
3220,2011-08-04 02:00:00,Fall,Clear,27.0,62.0,6.0,2,5,7,55.72876712,2011,August,Thursday,2,monring,2011-08,08
3221,2011-08-04 03:00:00,Fall,Rainy,20.0,62.0,6.0,0,3,3,12.72876712,2011,August,Thursday,3,monring,2011-08,08
3222,2011-08-04 04:00:00,Fall,Mist,28.0,89.0,0.0,0,7,7,29.92876712,2011,August,Thursday,4,monring,2011-08,08
3223,2011-08-04 05:00:00,Fall,Mist,28.0,62.0,0.0,3,17,20,124.5287671,2011,August,Thursday,5,monring,2011-08,08
3224,2011-08-04 06:00:00,Fall,Clear,20.0,89.0,20.0,7,90,97,507.2287671,2011,August,Thursday,6,monring,2011-08,08
3225,2011-08-04 07:00:00,Fall,Clear,20.0,89.0,20.0,11,271,282,1354.328767,2011,August,Thursday,7,monring,2011-08,08
3226,2011-08-04 08:00:00,Fall,Mist,29.0,62.0,13.0,29,369,398,2085.328767,2011,August,Thursday,8,monring,2011-08,08
3227,2011-08-04 09:00:00,Fall,Clear,30.0,74.0,22.0,25,162,187,1126.428767,2011,August,Thursday,9,monring,2011-08,08
3228,2011-08-04 10:00:00,Fall,Clear,30.0,71.0,20.0,24,89,113,795.3287671,2011,August,Thursday,10,monring,2011-08,08
3229,2011-08-04 11:00:00,Fall,Mist,30.0,66.0,13.0,37,112,149,1117.828767,2011,August,Thursday,11,night,2011-08,08
3230,2011-08-04 12:00:00,Fall,Mist,31.0,62.0,13.0,53,152,205,1565.028767,2011,August,Thursday,12,evening,2011-08,08
3231,2011-08-04 13:00:00,Fall,Clear,31.0,58.0,13.0,63,142,205,1694.028767,2011,August,Thursday,13,evening,2011-08,08
3232,2011-08-04 14:00:00,Fall,Clear,20.0,55.0,13.0,53,114,167,1401.628767,2011,August,Thursday,14,evening,2011-08,08
3233,2011-08-04 15:00:00,Fall,Clear,33.0,55.0,17.0,50,115,165,1354.328767,2011,August,Thursday,15,evening,2011-08,08
3234,2011-08-04 16:00:00,Fall,Clear,31.0,62.0,22.0,70,220,290,2149.828767,2011,August,Thursday,16,evening,2011-08,08
3235,2011-08-04 17:00:00,Fall,Clear,31.0,62.0,22.0,91,464,555,3560.228767,2011,August,Thursday,17,night,2011-08,08
3236,2011-08-04 18:00:00,Fall,Clear,29.0,62.0,20.0,88,435,523,3383.928767,2011,August,Thursday,18,night,2011-08,08
3237,2011-08-04 19:00:00,Fall,Clear,29.0,62.0,19.0,65,301,366,2412.128767,2011,August,Thursday,19,night,2011-08,08
3238,2011-08-04 20:00:00,Fall,Mist,20.0,74.0,13.0,41,245,286,1758.528767,2011,August,Thursday,20,night,2011-08,08
3239,2011-08-04 21:00:00,Fall,Mist,29.0,74.0,13.0,25,186,211,1229.628767,2011,August,Thursday,21,night,2011-08,08
3240,2011-08-04 22:00:00,Fall,Clear,28.0,74.0,13.0,33,141,174,1173.728767,2011,August,Thursday,22,night,2011-08,08
3241,2011-08-04 23:00:00,Fall,Clear,27.0,62.0,7.0,24,108,132,877.0287671,2011,August,Thursday,23,night,2011-08,08
3242,2011-08-05 00:00:00,Fall,Clear,27.0,74.0,13.0,13,41,54,399.7287671,2011,August,Friday,0,monring,2011-08,08
3243,2011-08-05 01:00:00,Fall,Clear,20.0,78.0,13.0,3,16,19,120.2287671,2011,August,Friday,1,monring,2011-08,08
3244,2011-08-05 02:00:00,Fall,Clear,27.0,62.0,0.0,5,14,19,146.0287671,2011,August,Friday,2,monring,2011-08,08
3245,2011-08-05 03:00:00,Fall,Clear,26.0,78.0,6.0,0,6,6,25.62876712,2011,August,Friday,3,monring,2011-08,08
3246,2011-08-05 04:00:00,Fall,Clear,20.0,78.0,9.0,1,6,7,42.82876712,2011,August,Friday,4,monring,2011-08,08
3247,2011-08-05 05:00:00,Fall,Clear,26.0,78.0,13.0,0,16,16,68.62876712,2011,August,Friday,5,monring,2011-08,08
3248,2011-08-05 06:00:00,Fall,Clear,26.0,62.0,9.0,7,94,101,524.4287671,2011,August,Friday,6,monring,2011-08,08
3249,2011-08-05 07:00:00,Fall,Clear,27.0,78.0,9.0,23,247,270,1457.528767,2011,August,Friday,7,monring,2011-08,08
3250,2011-08-05 08:00:00,Fall,Clear,29.0,65.0,15.0,39,415,454,2455.128767,2011,August,Friday,8,monring,2011-08,08
3251,2011-08-05 09:00:00,Fall,Clear,30.0,62.0,13.0,43,183,226,1526.328767,2011,August,Friday,9,monring,2011-08,08
3252,2011-08-05 10:00:00,Fall,Clear,30.0,62.0,9.0,50,113,163,1345.728767,2011,August,Friday,10,monring,2011-08,08
3253,2011-08-05 11:00:00,Fall,Mist,31.0,52.0,17.0,44,103,147,1199.528767,2011,August,Friday,11,night,2011-08,08
3254,2011-08-05 12:00:00,Fall,Clear,20.0,52.0,17.0,57,159,216,1663.928767,2011,August,Friday,12,evening,2011-08,08
